Name,Title,aiconalt,View,State,View1,asizebase
Bharat Porwal,"Mixer grinder speed is very good, juicer also good",5.0 out of 5 stars,"Reviewed in India on December 28, 2020",Verified Purchase,Very good in lock feature and very noisy,
abhishek mazumder,As expected,5.0 out of 5 stars,"Reviewed in India on October 23, 2020",Verified Purchase,Very nice build quality. Mostly used for dry spices grinding (hard and most tuff) and amazing result.,
Dr Sanjeev Sengar,Good and heavy duty,5.0 out of 5 stars,"Reviewed in India on August 18, 2020",Verified Purchase,Good machine and heavy duty,
Theja H,brand power,5.0 out of 5 stars,"Reviewed in India on January 18, 2021",Verified Purchase,Value for money,
Md ashraff hussain,Its really good,5.0 out of 5 stars,"Reviewed in India on August 30, 2020",Verified Purchase,"Nice product, go for it",
K.N.KINI,I am very happy,5.0 out of 5 stars,"Reviewed in India on July 4, 2021",Verified Purchase,Every thing is there good,
Siby,I need warranty,1.0 out of 5 stars,"Reviewed in India on November 7, 2020",Verified Purchase,It's just one month. Now not working. Could you please suggeested me how to claim warranty,One person found this helpful
nikhil h.,5 stars,5.0 out of 5 stars,"Reviewed in India on July 4, 2019",Verified Purchase,"Powerful, sturdy and stylish",One person found this helpful
Kartikkumar Keshav Hegde,One of the best Mixer grinders at most competitive price,5.0 out of 5 stars,"Reviewed in India on May 28, 2021",Verified Purchase,Deserves the best rating. Bosch has always delivered quality products. German engineering of the highest standard,
DRSENTHILKUMAR,BILL NOT RECIVED This product,1.0 out of 5 stars,"Reviewed in India on January 24, 2021",Verified Purchase,product good but warranty period bill not recived. please send the recipt and this address thanks,
Archana Sand,How to use the Jar,4.0 out of 5 stars,"Reviewed in India on April 5, 2020",Verified Purchase,"When you close a jar - each nob must be closed else it will spill the content.
Product is value for money",
Vikas K.,Power mixer,5.0 out of 5 stars,"Reviewed in India on January 8, 2022",Verified Purchase,"Good product, best brand name and support",
Antony,Noise level,4.0 out of 5 stars,"Reviewed in India on December 25, 2020",Verified Purchase,Product is working fine but the noise level is too high Apart from that it's a good product working smoothly,
emanjunath,Good,5.0 out of 5 stars,"Reviewed in India on January 18, 2020",Verified Purchase,Nice product  thanks to amazon,
ABHIJEET JADHAV,Value for money and got great discount by Amazon...,5.0 out of 5 stars,"Reviewed in India on July 29, 2021",Verified Purchase,Powerful grinder!!!!,One person found this helpful
ANIL KUMAR SHUKLA,Quality product,5.0 out of 5 stars,"Reviewed in India on July 11, 2020",Verified Purchase,Excellent product. Value for money.,
Gopal Jee,It is a great buy,5.0 out of 5 stars,"Reviewed in India on March 23, 2022",Verified Purchase,Great performance in all aspects. Bought it for my mother and she is loving it.,
Peman,Great purchase,4.0 out of 5 stars,"Reviewed in India on February 22, 2021",Verified Purchase,Very good product highly recommend,
Amazon Customer,Bosch Mixie,5.0 out of 5 stars,"Reviewed in India on November 22, 2020",Verified Purchase,Very Good to Operate,
nayna gala,The blades worn out in just a years time,1.0 out of 5 stars,"Reviewed in India on July 8, 2022",Verified Purchase,"Too much noise, grinding quality very bad, blades worn out too soon",
Avradeep Dasgupta,Not perfectly protected.,2.0 out of 5 stars,"Reviewed in India on November 24, 2021",Verified Purchase,"Sound is very much noise,top of every jar is not in perfect fittings.",
Vijay Kokare,Noise level is very high.,1.0 out of 5 stars,"Reviewed in India on June 4, 2021",Verified Purchase,Noise level us very high which us dangerous for child and old agers. Also hifh sound disturbs concentration..,
Syed Rizwan,Must have gadget,5.0 out of 5 stars,"Reviewed in India on November 10, 2021",Verified Purchase,Efficient and powerful motor with stunning locks,
venu,"Product is good, quality of material is not Upto the mark...",4.0 out of 5 stars,"Reviewed in India on May 16, 2021",Verified Purchase,"Functionality wise good..
But quality of jars is not upto the mark,should improve..",
SANJAY,Perfect product,5.0 out of 5 stars,"Reviewed in India on June 18, 2021",Verified Purchase,Marvellous product very quick and smooth perfect product build quality is good and strong.,
palak,Overall okay,4.0 out of 5 stars,"Reviewed in India on September 28, 2020",Verified Purchase,Although the product is overall good. But it has a lot of noise. The lock system is good. Also the cleaning is bit tricky for the caps.,
Brijesh kumar srivastava,Very good product,5.0 out of 5 stars,"Reviewed in India on November 28, 2019",Verified Purchase,Very good product. Working very well using it for 3 months. No complains till now.,
Naresh Bhushan Mittra,Not happy with the purchase.,2.0 out of 5 stars,"Reviewed in India on October 26, 2020",Verified Purchase,It is too noisy. Jars are poor quality. Lids lock poor quality. It is just average machine.,
amir,Cant use a single time.,1.0 out of 5 stars,"Reviewed in India on May 29, 2021",Verified Purchase,Noise level is high. Top pulley will break but no replacement due to lockdown.,
Cosmos Hercules,The Elite,5.0 out of 5 stars,"Reviewed in India on January 7, 2022",Verified Purchase,"Easy to clean, sleek, great design and a work horse...",
Aman kumar,Must buy,5.0 out of 5 stars,"Reviewed in India on April 28, 2021",Verified Purchase,"Why so much -ve comments here??
Believe me everything is way over the top at this price range .
Just go for it.",
Manjit,Grinder machine is good but the quality of the lids are pathetic.,2.0 out of 5 stars,"Reviewed in India on December 8, 2020",Verified Purchase,Grinder machine is good but the quality of the lids are pathetic.,One person found this helpful
Indira anil,Good product for modern kitchen,5.0 out of 5 stars,"Reviewed in India on July 28, 2021",Verified Purchase,Good product,
Himanshu patel,Value for money,5.0 out of 5 stars,"Reviewed in India on February 14, 2021",Verified Purchase,Powerful machine,
Arunraj Palanisamy,Worst Bosch product,1.0 out of 5 stars,"Reviewed in India on June 19, 2021",Verified Purchase,Dislike about product because the package inside itself the medium jar closing top part is missing,
Amazon Customer,VERY VERY NOISY ...,1.0 out of 5 stars,"Reviewed in India on October 28, 2020",Verified Purchase,WORST PRODUCT...VERY VERY NOISY..NOT ABLE TO RETURN AS WELL..DONT BUY...WASTE OF MONEY,One person found this helpful
NEETHA S RAO,little bit noise level should come down,5.0 out of 5 stars,"Reviewed in India on November 28, 2021",Verified Purchase,for grinding,
Manish Bhargava,Good choice,5.0 out of 5 stars,"Reviewed in India on September 19, 2020",Verified Purchase,Excellent choice .Must go for it . Have been using since a fortnight now.,
RAVINA JAIN,It make a lot of noice and with in few days jar is not working properly,3.0 out of 5 stars,"Reviewed in India on July 29, 2022",Verified Purchase,With in few days of use the body of the mixer looks old,
Anurag Biswas,Its good to use not for ears.,5.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,Very elegant & classy. You just need to plug in your earpods while using it.,
Ms Singh,not worth it. A cheaper mixer would do the same job,2.0 out of 5 stars,"Reviewed in India on December 28, 2020",Verified Purchase,We bought the 1000 watt mixer thinking it would be easier to grind things but even for mashing an apple it takes forever and get stuck.,
Aparna,Fabulous,5.0 out of 5 stars,"Reviewed in India on June 24, 2021",Verified Purchase,Wonderful I like it,
Rakesh Ranga,Recommendation to buy,4.0 out of 5 stars,"Reviewed in India on May 18, 2021",Verified Purchase,"Product is very good , noise is very less and easy to clean.",
Jomon J.,Product Received as opened.,3.0 out of 5 stars,"Reviewed in India on August 16, 2020",Verified Purchase,am not satisfied with the product which I have received because it was not factory sealed packing.  It seam's it was displayed product.,
Amazon Customer,As expected. Good product,5.0 out of 5 stars,"Reviewed in India on August 6, 2021",Verified Purchase,Sound,
Rupa n,Wonderful,5.0 out of 5 stars,"Reviewed in India on April 30, 2019",Verified Purchase,Very fast. And easy,One person found this helpful
Puneeth E  Gowda,Good product,4.0 out of 5 stars,"Reviewed in India on November 25, 2020",Verified Purchase,"Looks are good , quality is decent .
Yet to explore more !!",One person found this helpful
Vinay v.,Not worth 6000,1.0 out of 5 stars,"Reviewed in India on June 2, 2021",Verified Purchase,Poor performance and very poor built quality,
Smrutiranjan swain,Use product. Body part scratches,1.0 out of 5 stars,"Reviewed in India on September 28, 2021",Verified Purchase,Plz Refund and give new product,One person found this helpful
Sushant Shetty,Superb mixer but Noise problem,4.0 out of 5 stars,"Reviewed in India on April 13, 2021",Verified Purchase,"Noise is high. Company has to work with noise.
Otherwise the mixer is superb.
Thank you Bosch and Amazon too.",
arvind,Damage product,1.0 out of 5 stars,"Reviewed in India on July 30, 2022",Verified Purchase,I received damaged product…juicer mixer jar is already broken,
Nitesh Patel,Value for money,5.0 out of 5 stars,"Reviewed in India on October 29, 2019",Verified Purchase,Very nice product.,One person found this helpful
ashok,Seller has send open piece but than new piece has been send product is nice.,1.0 out of 5 stars,"Reviewed in India on August 28, 2021",Verified Purchase,Seller has send open piece but than new piece has been send product is nice.,
Potteti Prasad Babu,Excellent,5.0 out of 5 stars,"Reviewed in India on December 3, 2021",Verified Purchase,Excellent.. the best,
Anilkumar,Very good product,2.0 out of 5 stars,"Reviewed in India on September 19, 2021",Verified Purchase,"Lid lock system I like it
In the beginning the noise was little higher but later it reduced",
sudhakar,In love with this product,5.0 out of 5 stars,"Reviewed in India on August 25, 2021",Verified Purchase,I like the way of design n lock system,
Gouse45229,Loading capacity,4.0 out of 5 stars,"Reviewed in India on December 5, 2020",Verified Purchase,Noise high,One person found this helpful
Sai Lokesh,Good product,5.0 out of 5 stars,"Reviewed in India on December 29, 2021",Verified Purchase,Good product for daily usage,
StanLey D.,Not suitable,2.0 out of 5 stars,"Reviewed in India on November 28, 2020",Verified Purchase,High price and low jar quality,
manikandan,Nice grinding,5.0 out of 5 stars,"Reviewed in India on December 7, 2021",Verified Purchase,Well grinding all items,
Arun sharma,Premium look and strong make.,5.0 out of 5 stars,"Reviewed in India on July 28, 2021",Verified Purchase,Very good product. The best part is the pounder blade.,
Manish Dhandhi,Excellent,5.0 out of 5 stars,"Reviewed in India on December 4, 2020",Verified Purchase,Best appliance in market.,
Sanjiv Kapoor,Buy other companies mixer with half price,1.0 out of 5 stars,"Reviewed in India on May 4, 2021",Verified Purchase,I bought because of BOSCH but I don't think this BOSCH quality. They are good in industrial products only.,
Chandu,Ok,4.0 out of 5 stars,"Reviewed in India on September 26, 2020",Verified Purchase,Functioning good. However the blade thread is gone and unable to use the blade and jar.,
Dastgir,प्रोडक्ट अच्छा है,5.0 out of 5 stars,"Reviewed in India on May 29, 2021",Verified Purchase,Big jar का dhakkan नही आया इसकी complent किधर करे,One person found this helpful
Darshan,Good product,5.0 out of 5 stars,"Reviewed in India on July 29, 2021",Verified Purchase,Good product overall,
Kishlay k.,Nice,5.0 out of 5 stars,"Reviewed in India on October 7, 2019",Verified Purchase,"Great product , mind blowing",One person found this helpful
sunita,Unmatchable,5.0 out of 5 stars,"Reviewed in India on June 7, 2021",Verified Purchase,No brand can match Bosch products.specially in domestic product category. Value for money.,
NAGENDRA,nagendranishad86@gmail.com,5.0 out of 5 stars,"Reviewed in India on January 3, 2021",Verified Purchase,Very nice product,
Glen,Very decent study product from Bosh,4.0 out of 5 stars,"Reviewed in India on April 26, 2022",Verified Purchase,High quality product but noisy !,
Nazeer,Good One,5.0 out of 5 stars,"Reviewed in India on October 24, 2020",Verified Purchase,Worth for money,
Viju,Refurbished Product,1.0 out of 5 stars,"Reviewed in India on June 20, 2020",Verified Purchase,I have returned this product. Seller Cloudtail has given refurbished product. Beware of it,One person found this helpful
Ganeshram sahu,Best product,5.0 out of 5 stars,"Reviewed in India on June 20, 2021",Verified Purchase,Really it is a magic grinder! It grinds everything in few second.,
Arya P M,Best grinder,5.0 out of 5 stars,"Reviewed in India on August 13, 2021",Verified Purchase,"Grinder performance is superb, it grinds everything smoothly like butter.",
Josy Jose,Powder grinding,5.0 out of 5 stars,"Reviewed in India on January 9, 2022",Verified Purchase,Noise level to be reduced. Superb in grinding  any food. Lock level very good,
Anand ,Good performance,5.0 out of 5 stars,"Reviewed in India on August 13, 2021",Verified Purchase,Good performance,
pramod kumar s,"Very smooth,  easy-to-use,  good",5.0 out of 5 stars,"Reviewed in India on May 13, 2021",Verified Purchase,"Everything is good, I am satisfied,  recommend to buy",
Muralitharan,Nice and powerful,5.0 out of 5 stars,"Reviewed in India on February 27, 2022",Verified Purchase,Little noisier while running .. but worth for buying,
LP,Good mixer,4.0 out of 5 stars,"Reviewed in India on December 1, 2020",Verified Purchase,I like the product even it is difficult to clean,
Amazon Customer,Good,5.0 out of 5 stars,"Reviewed in India on July 12, 2021",Verified Purchase,Very good,
minati raut,"how to avail the warrenty card banifits,the warrenty card is blank.",4.0 out of 5 stars,"Reviewed in India on July 13, 2021",Verified Purchase,"how to avail the warrenty card banifits,the warrenty card is blank.",
Sonam Dabi,Excellent product,5.0 out of 5 stars,"Reviewed in India on June 12, 2022",Verified Purchase,Powerful machine brings almost anything,
Ajithgopinarh,Excellent,5.0 out of 5 stars,"Reviewed in India on May 8, 2021",Verified Purchase,Excellent,
Yogendra Prasad Mandal,Awesome and....,5.0 out of 5 stars,"Reviewed in India on November 12, 2020",Verified Purchase,Best is always best ❤,
suresh verma,Good job,5.0 out of 5 stars,"Reviewed in India on October 29, 2019",Verified Purchase,"Very powerful motor perform work very quickly,less sound, easy to use.",One person found this helpful
rabindra kumar swain,Trustable brand,5.0 out of 5 stars,"Reviewed in India on August 29, 2020",Verified Purchase,Awesome quality. Again I write about this product after some uses.,
RANDHIR,Avoid to purchase,3.0 out of 5 stars,"Reviewed in India on August 24, 2020",Verified Purchase,Given jaar in locking system available. But during use leakage is happed. So avoid to purchase this product.,
SSRAJ,Very good product,5.0 out of 5 stars,"Reviewed in India on June 13, 2021",Verified Purchase,Very good product,
malini,Excellent product,5.0 out of 5 stars,"Reviewed in India on November 9, 2020",Verified Purchase,Excellent product,
Tejas R Sharma,Too noisy,4.0 out of 5 stars,"Reviewed in India on April 12, 2022",Verified Purchase,"Too noisy, but blends well. Jars are good and sturdy.",
Gopal,The best purchase at a very reasonable price,5.0 out of 5 stars,"Reviewed in India on November 19, 2020",Verified Purchase,Best of its kind. Better than any other brand.Go for it .......,One person found this helpful
Saurabh Jain,Good,5.0 out of 5 stars,"Reviewed in India on July 25, 2021",Verified Purchase,Works perfectly but just it's very noisy!!,
N. Gopal Naidu,Excellent mixergrinder,5.0 out of 5 stars,"Reviewed in India on February 22, 2020",Verified Purchase,It is a very good grinder,
Smita,Awesome product,5.0 out of 5 stars,"Reviewed in India on December 18, 2021",Verified Purchase,Awesome product by Bosch,
Fayees Adam,Great Product.,5.0 out of 5 stars,"Reviewed in India on January 25, 2020",Verified Purchase,The look of it upgrades the level of your kitchen. The product per se is a bit expensive but its worth buying.,
kirtana,"Grinds well ,and fast , high power . Sleek and good looking . Slightly noisy",4.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,Lock feature good . Easy to clean. Slightly more noisy,
rakesh kumar,spatula not provided,4.0 out of 5 stars,"Reviewed in India on December 9, 2020",Verified Purchase,overall good product,
Santosh Madhukar Gadekar,Good,5.0 out of 5 stars,"Reviewed in India on March 5, 2020",Verified Purchase,Good,
Mohammed irshad k e,Must buy,5.0 out of 5 stars,"Reviewed in India on December 22, 2021",Verified Purchase,Must buy,
Rajesh S.,Satisfied but time will tell about durability,4.0 out of 5 stars,"Reviewed in India on September 14, 2019",Verified Purchase,"Elegant and looks ok,  Started with wet grinding, 1000 watt motor appears to be good performer .",One person found this helpful
Jagadeesh,Excellent,5.0 out of 5 stars,"Reviewed in India on April 2, 2021",Verified Purchase,Excellent product. Well compact and suitable for all home needs. Cost worthy...,
PRASAD SUPEKAR,Damn Bosch! Too much noise!,3.0 out of 5 stars,"Reviewed in India on November 28, 2021",Verified Purchase,Too much noise level. Recommend to buy other products having low noise levels,
Ranjith,very very noisy,3.0 out of 5 stars,"Reviewed in India on February 18, 2021",Verified Purchase,product is good but very noicy,
kasi,delivery person not responded for paking damage,4.0 out of 5 stars,"Reviewed in India on September 12, 2021",Verified Purchase,"delivery person not responded for paking damage, product is good and well for usability",
Vanukuru venkata Brahmanandam,It's good and worth,5.0 out of 5 stars,"Reviewed in India on November 22, 2021",Verified Purchase,Good,
Baskar Babu V,Good,4.0 out of 5 stars,"Reviewed in India on March 2, 2020",Verified Purchase,Good,
Subash k.,Must buy,5.0 out of 5 stars,"Reviewed in India on February 16, 2021",Verified Purchase,Awesome products with 1000w.,
Kindle Customer,Good,4.0 out of 5 stars,"Reviewed in India on January 4, 2022",Verified Purchase,Good,
Usha gupta,Very very good,5.0 out of 5 stars,"Reviewed in India on January 27, 2021",Verified Purchase,Is to goog very nice🌹usha gupta in kolkata,
Raghu,It's too noisy,2.0 out of 5 stars,"Reviewed in India on November 27, 2021",Verified Purchase,It's too noisy and very difficult to clean jar lids.do not buy this,
VENKAT,Blade broke in one year!!!,2.0 out of 5 stars,"Reviewed in India on October 27, 2021",Verified Purchase,Big Jar Blade Broke in one year...,
ARPITA,Nice product,5.0 out of 5 stars,"Reviewed in India on September 9, 2019",Verified Purchase,Jar lids need to redesign,One person found this helpful
Anmol,Its awesome,5.0 out of 5 stars,"Reviewed in India on August 6, 2021",Verified Purchase,Worth buying,
Uday Kumar,Motor capacity super grinding great,5.0 out of 5 stars,"Reviewed in India on November 28, 2021",Verified Purchase,,
hansraj kale,Good product,4.0 out of 5 stars,"Reviewed in India on January 14, 2021",Verified Purchase,Good product,
Himanshu Gupta,Excellent,5.0 out of 5 stars,"Reviewed in India on March 30, 2022",Verified Purchase,Good product,
sudip k sinha,Excellent product..,4.0 out of 5 stars,"Reviewed in India on January 23, 2022",Verified Purchase,"After one months, I will recommend this product of very high grade.",
Sahi,GOOD,4.0 out of 5 stars,"Reviewed in India on August 7, 2021",Verified Purchase,Noise level higher than other,
Antony,Good,5.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,Good,
Aarushee,Worst juicer,3.0 out of 5 stars,"Reviewed in India on October 11, 2020",Verified Purchase,"Except from juicer it is nice
After 2-3 use the juicer doesn't work in usual way it can't even make pineapple juice",
Haris,"Good one, but noise some high",4.0 out of 5 stars,"Reviewed in India on August 5, 2021",Verified Purchase,"Good one, but noise some high",
Anuragporwal,मुझे इसकी वारंटी कैसे मिलेंगी,4.0 out of 5 stars,"Reviewed in India on July 19, 2022",Verified Purchase,यह ठीक से नही चल रही है,
anchal khandelwal,wants customer care service or consumer help line to fix the noise problem,1.0 out of 5 stars,"Reviewed in India on September 26, 2020",Verified Purchase,very much noise..how can we fix this problem..any customer care support..,One person found this helpful
ALOK TANEJA,Great product,5.0 out of 5 stars,"Reviewed in India on February 27, 2022",Verified Purchase,"Very compact design, all required attachments are available.",
Kulandaiswamy Subramaniyam,High noise,1.0 out of 5 stars,"Reviewed in India on September 15, 2021",Verified Purchase,Too much of noise and unable to clean,
Arjun,Running very smooth,5.0 out of 5 stars,"Reviewed in India on July 25, 2021",Verified Purchase,"Like, it's very good product",One person found this helpful
Prathap J,Worth for Price,4.0 out of 5 stars,"Reviewed in India on August 8, 2021",Verified Purchase,Good for Price,
Anoop V A,Excellent  product,5.0 out of 5 stars,"Reviewed in India on July 21, 2019",Verified Purchase,Very good and sturdy  product.,One person found this helpful
ritesh shah,Quality is OK expected much bettrr,3.0 out of 5 stars,"Reviewed in India on November 18, 2021",Verified Purchase,Blade quality needs to b better as imported bosch products offer.,
Raghava,Worst condition,1.0 out of 5 stars,"Reviewed in India on November 8, 2021",Verified Purchase,"Don't buy any one
Mixer price 6500
2 months repair is exactly 2100",
vikasrajput,quality and quantity,4.0 out of 5 stars,"Reviewed in India on February 15, 2020",Verified Purchase,Vakue of money,
Tushar Shah,Good Product,4.0 out of 5 stars,"Reviewed in India on April 7, 2021",Verified Purchase,"Good power, It's been almost a month and its working perfectly.",
rishi,"It's too loud and noisy, not happy with the product.",1.0 out of 5 stars,"Reviewed in India on December 21, 2021",Verified Purchase,"It's too loud and noisy, not happy with the product.",
Eric Varghese,Good product!,5.0 out of 5 stars,"Reviewed in India on July 29, 2020",Verified Purchase,Its light weight... powerful... less motor noice... sturdy enough... worth the money...,
phaneendra,Difficult to clean,1.0 out of 5 stars,"Reviewed in India on November 6, 2021",Verified Purchase,Difficult to clean and noise level is high,
sasikumar,Good,5.0 out of 5 stars,"Reviewed in India on April 7, 2022",Verified Purchase,Is good,
Udyan Kohli,Such a bad quality product,1.0 out of 5 stars,"Reviewed in India on October 15, 2021",Verified Purchase,In 3 months it's broken,
NAGAVEL,Worst product,3.0 out of 5 stars,"Reviewed in India on February 5, 2022",Verified Purchase,"Over noise, lock issue",
Bansari J.,Perfectt!!!,5.0 out of 5 stars,"Reviewed in India on February 10, 2022",Verified Purchase,Awesomm,
Amazon Customer,Do not buy,1.0 out of 5 stars,"Reviewed in India on August 19, 2020",Verified Purchase,Other than appearance nothing is good about this mixer. Total waste of money.,One person found this helpful
Babita Poola,Worth it,5.0 out of 5 stars,"Reviewed in India on September 28, 2021",Verified Purchase,Best mixer grinder,
Jatin Mohan,Good,5.0 out of 5 stars,"Reviewed in India on August 22, 2019",Verified Purchase,"Looks nice, professional touch",One person found this helpful
Shakil ahmad,Wow wow,5.0 out of 5 stars,"Reviewed in India on April 21, 2022",Verified Purchase,Very good,
Dr.hareesh,Good,4.0 out of 5 stars,"Reviewed in India on May 11, 2021",Verified Purchase,Excellent working mixer,
Gaurita,Damaged product,1.0 out of 5 stars,"Reviewed in India on April 22, 2022",Verified Purchase,Gives steam,
Ganesh,Noice too high,5.0 out of 5 stars,"Reviewed in India on November 21, 2021",Verified Purchase,Noice is too high,
Ramakrishna,Easy to operate,5.0 out of 5 stars,"Reviewed in India on March 3, 2020",Verified Purchase,Very nice,
Dr Sanjay,Cleaning of Jars are very cumbersome,3.0 out of 5 stars,"Reviewed in India on September 24, 2019",Verified Purchase,Cleaning of Jars are very cumbersome,One person found this helpful
Robin Abraham ,One of the best products,5.0 out of 5 stars,"Reviewed in India on July 19, 2021",Verified Purchase,Noise is not bad the lock fetaure is really good and realy easy to clean,
THIRUMAL Pandian,Product is really good and the performance is really fantastic,5.0 out of 5 stars,"Reviewed in India on May 8, 2021",Verified Purchase,"Noise level is really very low
Lock feature is comfortable to use
Very easy to clean .",
p,defective product received,1.0 out of 5 stars,"Reviewed in India on January 5, 2021",Verified Purchase,returning it since one of the items was broken,One person found this helpful
Karthik T.,Seems to be good,4.0 out of 5 stars,"Reviewed in India on January 19, 2022",Verified Purchase,Good one,
Rakesh T R,No power indication light,5.0 out of 5 stars,"Reviewed in India on October 23, 2020",Verified Purchase,No power indication  light,
G P Babu,High quality,5.0 out of 5 stars,"Reviewed in India on October 11, 2020",Verified Purchase,"Very good product, worth buying and highly recommending",
Jasim Khan,Value for money,5.0 out of 5 stars,"Reviewed in India on August 2, 2021",Verified Purchase,Awesome product thax to Bosch lovely product,
Sandy ,Delivered used Product,1.0 out of 5 stars,"Reviewed in India on June 18, 2020",Verified Purchase,"Received a used or displayed items . Can see scratches , finger prints everywhere",
Amazon Customer,Bosch ......Boss,5.0 out of 5 stars,"Reviewed in India on December 5, 2021",Verified Purchase,Super mixer. Very good quality. As usual Bosch stands up to its name,
Dr.S.K.Suresk Kumar,Good one but noisy,4.0 out of 5 stars,"Reviewed in India on May 28, 2022",Verified Purchase,Good one but noisy,
Aijaz Butt,Powerful,3.0 out of 5 stars,"Reviewed in India on March 24, 2022",Verified Purchase,Good product to have,
CL K.,A nice product,5.0 out of 5 stars,"Reviewed in India on July 19, 2020",Verified Purchase,"Noise level is a bit high,but lock feature is good. It's easy to clean. Worth buying",
HS Goudar,Mixer was superb 👌👌👌now I am very happy 🤩🤩,5.0 out of 5 stars,"Reviewed in India on August 3, 2021",Verified Purchase,Noise level is low .lock vise is beautiful and easy to clean,
-vks mamoottil-,Supr....!!!!!,4.0 out of 5 stars,"Reviewed in India on October 12, 2021",Verified Purchase,"Supr,powrful,look catchng....!!!!!",
adla parane,OK but not worth for price.. You can go for sujata or preeti... Extr... i,3.0 out of 5 stars,"Reviewed in India on April 17, 2021",Verified Purchase,Noise level. Very high.. Irritating.,
kumar saurav,Beast mixer and grinder,5.0 out of 5 stars,"Reviewed in India on October 27, 2020",Verified Purchase,"Love at first sight.
Product is up to the expectations and performed well. Do purchase this. Beast in mixer family.",
Ranjit K.,Good but noise is loud,4.0 out of 5 stars,"Reviewed in India on September 21, 2020",Verified Purchase,Noise level of the 1000watt is quite high..,
Amit Kumar,TOO NOISY,1.0 out of 5 stars,"Reviewed in India on July 31, 2021",Verified Purchase,Too noisy. It's a pain for our ears.,
PRIYESH CV,Not working.,1.0 out of 5 stars,"Reviewed in India on October 20, 2020",Verified Purchase,That mixi is not worked. So replace that.,One person found this helpful
Rashi,Beautiful and strong machine,5.0 out of 5 stars,"Reviewed in India on January 1, 2022",Verified Purchase,Very nice product,
Dwaipayan bhattacharya,Heavy-duty,5.0 out of 5 stars,"Reviewed in India on December 3, 2021",Verified Purchase,"Product is very good,love it",
Binesh N.,Very worth to price,4.0 out of 5 stars,"Reviewed in India on September 21, 2021",Verified Purchase,"It's a very powerful and nice mixer , but noise is very high while operation.",
Ujwala Neelam,Good,4.0 out of 5 stars,"Reviewed in India on March 10, 2022",Verified Purchase,Good condition to use,
Usha,Very good,4.0 out of 5 stars,"Reviewed in India on August 31, 2020",Verified Purchase,It is a very good product but it’s very noisy,
 Vinay,Satisfied product,5.0 out of 5 stars,"Reviewed in India on April 21, 2021",Verified Purchase,Worth to buy,
N suresh Babu,Not good. Don't go for it,1.0 out of 5 stars,"Reviewed in India on May 25, 2021",Verified Purchase,"Purchased by it's name but Not worthy.high nice levels, blade damaged ,I don't recommend it",
Rezwin j.,"Low quality, its not even showing 500 watts machine capacity",2.0 out of 5 stars,"Reviewed in India on April 17, 2021",Verified Purchase,"Product quality is too low as its not mixing and grinding properly, sujatha mixer is far better.",
Amazon Customer,Good quality product,4.0 out of 5 stars,"Reviewed in India on February 2, 2021",Verified Purchase,Good quality product,
SADIQ BASHA V.S,More sound,4.0 out of 5 stars,"Reviewed in India on March 16, 2021",Verified Purchase,Overall good product,
Amazon Customer,Working satisfactionly,5.0 out of 5 stars,"Reviewed in India on November 6, 2020",Verified Purchase,Awesome quality excellent working but noise is very high,
vimala,very good,5.0 out of 5 stars,"Reviewed in India on December 2, 2020",Verified Purchase,very good product,
Shrajna Shetty,"Damaged, used product delivered",1.0 out of 5 stars,"Reviewed in India on October 6, 2021",Verified Purchase,The main unit looks damaged with cracks and scratches all over the body.,
Prime,Fit and finish is really good,4.0 out of 5 stars,"Reviewed in India on November 5, 2019",Verified Purchase,Fit and finish is really good,
Rajaram Divase,The we received is not working.,1.0 out of 5 stars,"Reviewed in India on October 31, 2021",Verified Purchase,Video Player is loading.,
Ravichandran,Super,4.0 out of 5 stars,"Reviewed in India on August 3, 2021",Verified Purchase,Very nice one,
Anusrita Sharma,Worst Product quality,5.0 out of 5 stars,"Reviewed in India on May 9, 2021",Verified Purchase,Impacabaly bad quality. I did not even use the juicer and it got rusted and broken.,
Aakash,Nice,5.0 out of 5 stars,"Reviewed in India on June 24, 2019",Verified Purchase,Nice,2 people found this helpful
Ramesh,Reduce noise levels and change design,4.0 out of 5 stars,"Reviewed in India on July 4, 2021",Verified Purchase,Product performance was excellent but cleaning was difficult and also more noiselevel,
Pravin chabukswar,Very good,4.0 out of 5 stars,"Reviewed in India on January 12, 2022",Verified Purchase,Noise level is high. Easy to clean and lock system is good.,
Hilal kashmiri,Overall the product is very good,5.0 out of 5 stars,"Reviewed in India on April 25, 2021",Verified Purchase,"Almost the product is very good. The noise is low, lock system is also fine and easy to clean.",
prashant,nice product,5.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,product is good easy to carry,
G.Gowtham Thej,Sometimes prize doesn't matter.,5.0 out of 5 stars,"Reviewed in India on September 25, 2019",Verified Purchase,Best to buy. Very quiet when compared to other mixers. In one word I can say I love it.,One person found this helpful
V.RAJAM,Very good,5.0 out of 5 stars,"Reviewed in India on October 18, 2019",Verified Purchase,Perfect,One person found this helpful
Bhanu,Good but noisy,4.0 out of 5 stars,"Reviewed in India on March 20, 2020",Verified Purchase,Powerful motors but bit noisy,
